reviewer,title,paper_id,inclusion_IAM,extent,location,biome,discipline,topic,concerns,notes1,notes2,projected,observed,new_data,huc6
AM,Climate and weather influences on spatial temporal patterns of mountain pine beetle populations in Washington and Oregon,184,impacts,40000 km2 - PNW,"Washington, Oregon",forest: temperate,ecology,"Temperature, Precipitation, Pests and disease, Range Shifts, Timber production/Silviculture, Forest Ecology, Management",NA,NA,NA,no,no,no,"0103, 0200, 0300, 0501, 0502, 0601, 0701, 0702, 0703, 0800, 0900"
AM,Projecting future distributions of ecosystem climate niches: Uncertainties and management applications,185,impacts,pacific northwest,British Columbia,"alpine/tundra, grassland: temperate, forest: temperate, forest: boreal (n of 50 degrees), freshwater: ponds and lakes, freshwater: wetlands, freshwater: streams and rivers",forestry,"Temperature, Precipitation, Snow, Glaciers, Streamflow/stream forecasting, Terrestrial wildlife, Range Shifts, Timber production/Silviculture, Community resilience (human), Attitudes and Beliefs, Policy, Management",NA,NA,NA,yes,no,no,"kooteney, okanagan, columbia"
CMC,Climate Effects on Red Alder Growth in the Pacific Northwest of North America,186,impacts,pacific northwest,"Washington, Oregon",forest: temperate,ecology,"Temperature, Precipitation, Snow, Range Shifts, Timber production/Silviculture, Forest Ecology, Management",NA,NA,NA,yes,no,yes,"0200, 0300, 0701, 0702, 0703, 0800, 0900"
AM,Spatial genetic structure of the mountain pine beetle (Dendroctonus ponderosae) outbreak in western Canada: historical patterns and contemporary dispersal,187,impacts,pacific northwest,British Columbia,forest: temperate,ecology,"Temperature, Precipitation,Pests and disease, Timber production/Silviculture, Forest Ecology, Genetic diversity, Range Shifts",NA,NA,NA,no,yes,yes,"kooteney, okanagan, columbia"
CMC,"Climate change impacts on spatial patterns in drought risk in the Willamette River Basin, Oregon, USA",188,impacts,1500 - 2500 km2,"44.6868438,-123.0416929",n/a (not biome specific or all biomes - see codebook),meteorology and climatology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Agriculture","Will climate change affect drought frequency in the WRB, and which regions are most vulnerable to these changes?; (2) Are there any persistent spatial patterns of drought risk that are evident under different GCMs, GHG emission scenarios, and drought indices?; (3) What is responsible for the disagreement in spatial patterns of drought?",NA,NA,no,yes,no,0900
AM,What explains landscape patterns of tree mortality caused by bark beetle outbreaks in Greater Yellowstone?,189,impacts,40000 km2 - PNW,"44.644303,-110.8598077",forest: temperate,ecology,"Pests and disease, Timber production/Silviculture, Forest Ecology, Soils, Topography",NA,NA,NA,no,no,yes,0401
AM,GRACE storage-runoff hystereses reveal the dynamics of regional watersheds,19,impacts,pacific northwest,Columbia River Basin,n/a (not biome specific or all biomes - see codebook),hydrology,"Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Water quantity",NA,NA,NA,no,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia"
CMC,"Simulating the effects of climate change on population connectivity of American marten (Martes americana) in the northern Rocky Mountains, USA",190,impacts,1500 - 2500 km2,"The study area includes approximately 5500 km2 in northern Idaho, northeastern Washington and northwestern Montana, as well as southern British Columbia",forest: temperate,biology,"Temperature, Precipitation, Snow, Terrestrial wildlife, Range Shifts, Forest Ecology","The goal of this study is to predict the effects of future climate change on population connectivity and genetic characteristics of an American marten population in the U.S. northern Rocky Mountains. We evaluate: (1) changes in the extent, connectivity and pattern of marten habitat, (2) changes in allelic richness and expected heterozygosity, and (3) changes in the range of signiﬁcant positive genetic correlation within the northern Idaho marten population under each future scenario.",There has been a proliferation in research about the potential effects of climate change on range shifts and population connectivity,"Wasserman et al. (2010) found that gene ﬂow in American marten in northern Idaho is primarily related to elevation, and that alternative hypotheses involving isolation by distance, geographical barriers, effects of canopy closure, roads, tree size class and an empirical habitat model are not supported",yes,no,no,"0101, 0102, kooteney"
AM,"Root architecture of riparian trees: river cut-banks provide natural hydraulic excavation, revealing that cottonwoods are facultative phreatophytes",191,impacts,100 - 1500 km2,"49.56166667, -114.98583333",forest: temperate,ecology,"Temperature, Precipitation, Streamflow/stream forecasting, Groundwater, Water quantity, Forest Ecology, Riparian forest",A little unsure about extent; only one point in CRB but quite a few outside used for comparison.,NA,NA,no,no,yes,kooteney
CMC,Seasonal versus transient snow and the elevation dependence of climate sensitivity in maritime mountainous regions,193,impacts,40000 km2 - PNW,"Washington, Oregon",n/a (not biome specific or all biomes - see codebook),geography,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Seasonal Differences","Mostly west of the Cascades. The 29 study watersheds, showing the distribution of rain‐, transient snow‐, and seasonal snow‐dominated zones, delineated from SNOTEL and literature‐based values","In maritime mountainous regions, the phase of winter precipitation is elevation dependent, and in watersheds receiving both rain and snow, hydrologic impacts of climate change are less straightforward than in snowmelt‐dominated systems.","Here, 29 Pacific Northwest watersheds illustrate how distribution of seasonal snow, transient snow, and winter rain mediates sensitivity to 20th century warming. Watersheds with >50% of their area in the seasonal snow zone had significant (a ≤ 0.1) trends towards greater winter and lower summer discharge, while lower elevations had no consistent trends.",no,yes,no,0900
AM,"Investigating the influence of climate, site, location, and treatment factors on damage to young lodgepole pine in southern British Columbia",195,impacts,40000 km2 - PNW,British Columbia,forest: temperate,forestry,"Temperature, Precipitation, Pests and disease, Forest Ecology, Attitudes and Beliefs",NA,NA,NA,no,no,yes,"kooteney, columbia, okanagan"
AM,Isolation and introgression in the Intermountain West: contrasting gene genealogies reveal the complex biogeographic history of the American pika (Ochotona princeps),198,impacts,western us,Western United States,alpine/tundra,ecology,"Temperature, Terrestrial wildlife, Range Shifts, Population ecology",NA,NA,NA,no,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402
                                                               0501, 0502, 0601, 0602, 0603, 0701, 0702
                                                               0703, 0800, 0900, 1002"
MF,Spatial variations of effective moisture in the western United States,199,impacts,western us,Western United States,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,"Temperature, Precipitation, Geography, Spatial Analysis",NA,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402
                                                               0501, 0502, 0601, 0602, 0603, 0701, 0702
                                                               0703, 0800, 0900, 1002"
AM,Evaluating the temperature sensitivity of radial growth patterns from whitebark pine in the western Canadian Cordillera,2,impacts,40000 km2 - PNW,British Columbia,forest: temperate,forestry,"Temperature, Pests and disease, Forest Ecology, Dendrochronology",NA,NA,NA,no,yes,yes,"0101, kooteney, columbia"
AM,"Climate change, water rights, and water supply: The case of irrigated agriculture in Idaho",20,impacts,40000 km2 - PNW,Idaho,grassland: temperate,economics,"Temperature, Precipitation, Streamflow/stream forecasting, Agriculture, Policy, Management, Water quantity",Not clear that this is really about mountainous areas.,NA,NA,yes,no,no,"0101, 0102, 0401, 0402, 0501, 0502, 0601, 0602, 0603"
DH,Climate-Streamflow Linkages in the North-Central Rocky Mountains: Implications for a Changing Climate,200,impacts,40000 km2 - PNW,"42.5386707,-113.8209769","alpine/tundra, grassland: temperate, freshwater: wetlands, freshwater: streams and rivers","meteorology and climatology, hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Water quality, Water quantity, Management, Forest Ecology, Dendrochronology","pin pointing the snake river is tough. I put it in burley, ID",NA,NA,yes,no,yes,"0401, 0402, 0501, 0502, 0601"
CMC,"Climate and wildﬁre area burned in western U.S. ecoprovinces, 1916–2003
",201,impacts,western us,Western United States,forest: temperate,meteorology and climatology,"Temperature, Precipitation, Snow, Wildfire",NA,The impacts of climate change on ﬁre regimes will therefore vary with the relative energy or water limitations of ecosystems.* Previous research has frequently focused on the relatively short-term timescale of atmospheric events related to area burned by ﬁres,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402
                                                               0501, 0502, 0601, 0602, 0603, 0701, 0702
                                                               0703, 0800, 0900, 1002"
MF,The effects of topography on forest soil characteristics in the Oregon Cascade Mountains (USA): Implications for the effects of climate change on soil properties,204,impacts,100 - 1500 km2,"44.2122158,-122.2574398",forest: temperate,forestry,"Temperature, Forest Ecology, Soils, Management",NA,NA,NA,no,no,yes,0900
CMC,Attribution of Declining Western U.S. Snowpack to Human Effects,205,impacts,western us,Western United States,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,"Temperature, Precipitation, Snow, Water quantity","In short, temperature fluctuations have a larger effect in the warmer elevations near the freezing level, while changes in precipitation become more important at higher elevations where winter temperatures are far below freezing. In this work we focus on whether there is a detectable temperature-driven effect on western U.S. snowpack.",NA,"Or the bands could be weighted by the amount of area they represent in the mountainous regions of the western United States, which would be a more traditional D–A approach since agreement or disagreement in a small fraction of the area (i.e., at high elevations)is less important than agreement or disagreement over a broad area. interesting section on methods for dealing with elevation effects.",no,yes,yes,"0101, 0102, 0103, 0200, 0300, 0401, 0402
                                                               0501, 0502, 0601, 0602, 0603, 0701, 0702
                                                               0703, 0800, 0900, 1002"
